"","sampleid","SampleDate","StationCode","Replicate","total_abund","Agabus","Atractides","Baetis","Bezzia__Palpomyia","Capniidae","Centroptilum","Diamesinae","Dytiscidae","Isoperla","Micrasema","Orthocladiinae","Ostracoda","Podonominae","Rhyacophila","Sanfilippodytes","Simulium","Sperchon","Taeniopterygidae","Tanytarsini","Tinodes","Tipulidae","Ceratopogon","Chironomini","Euparyphus","Gammarus","Gumaga","Hyalella","Lepidostoma","Oligochaeta","Paraleptophlebia","Pisidium","Stictotarsus","Tanypodinae","Turbellaria","Dasyhelea","Empididae","Gyraulus","Hydraena","Hydroptila","Muscidae","Oreodytes","Physa","Planorbidae","Agathon","Callibaetis","Coenagrionidae","Hydrophilidae","Nemouridae","Philorus","Probezzia","Psychoda","Wormaldia","Prosimulium","Culicidae","Culicoides","Stilobezzia","Ochrotrichia","Caenis_bajaensis","Ephydridae","Hydropsychidae","Lebertia","Meringodixa","Serromyia","Atrichopogon","Corydalidae","Fallceon","Gerridae","Libellulidae","Archilestes","Corixidae","Dixella","Gyrinidae","Odontomyia","Peltodytes","Pseudochironomus","Uvarus_subtilis","Eylais","Hygrobates","Limnesia","Mideopsis","Prostoma","Ameletus","Chloroperlidae","Heptageniidae","Dolichopodidae","Dytiscus","Tropisternus","Dixa","Leuctridae","Gastropoda","Maruina","Crangonyx","Pericoma__Telmatoscopus","Helichus","Ordobrevia_nubifera","Zaitzevia","Matriella_teresa","Sciomyzidae","Lestes","Blepharicera","Diphetor_hageni","Drunella_coloradensis","Glossosoma","Laccobius","Prodiamesinae","Ochthebius","Amphipoda","Scirtidae","Arrenurus","Hydrobiidae","Hydrotrupes_palpalis","Aeshnidae","Dolophilodes","Hydra","Lymnaea","Thyopsoides","Veliidae","Belostomatidae","Acari","Serratella_micheneri","Agapetus","Ephemerella_maculata","Serratella_teresa","Siphlonurus","Anacaena","Berosus","Mesobates","Cordulegaster_dorsalis","Eubrianax_edwardsii","Frontipoda","Tabanidae","Hypsogastropoda","Limnephilidae","Torrenticola","Cymbiodyta","Eucorethra_underwoodi","Microcylloepus","Ambrysus","Perlidae","Stygothrombium","Optioservus_divergens","Cultus","Glossiphoniidae","Glutops","Paracymus","Postelichus","Unionicolidae","Helicopsyche","Liodessus","Hydroporus","Isopoda","Heterlimnius","Helochares_normatus","Serratella_tibialis","Thaumaleidae","Enochrus","Forcipomyia","Acentrella_insignificans","Agabinus","Nemotelus","Stratiomys","Helisoma","Juga","Limnochares","Drunella_flavilinea","Hydroscapha_natans","Oecetis","Tricorythodes","Polycentropus","Testudacarus","Sperchonopsis","Oxyethira","Deuterophlebia","Hydrodroma","Cloeodes_excogitatus","Neoclypeodytes","Procloeon","Brachycentrus_echo","Chaetarthria","Elmidae","Limnebius","Sphaerium","Staphylinidae","Hydrachna","Laccophilus","Notonectidae","Ametor","Hydrobius_fuscipes","Gomphidae","Erpobdellidae","Hygrotus","Hetaerina_americana","Haliplus","Oecetis_disjuncta","Hydrochus","Caenis_latipennis"
"12","3/25/2014_905SDBDN9_1","3/25/2014","905SDBDN9",1,633,0,0.0126382306477093,0,0.0963665086887836,0,0,0,0,0,0,0.153238546603476,0.00631911532385466,0,0,0.00315955766192733,0.00157977883096367,0,0,0.123222748815166,0,0.00157977883096367,0,0.0821484992101106,0,0,0,0,0,0.004739336492891,0.00789889415481832,0,0,0.187993680884676,0,0,0.00157977883096367,0.018957345971564,0,0,0,0,0.266982622432859,0,0,0,0,0,0,0,0,0,0.00157977883096367,0,0.0110584518167457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157977883096367,0,0,0,0,0,0.00157977883096367,0.004739336492891,0.004739336492891,0.00157977883096367,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","3/25/2015_901NP9FLC_1","3/25/2015","901NP9FLC",1,646,0.0108359133126935,0.00619195046439629,0.0170278637770898,0,0,0.00309597523219814,0,0,0.0108359133126935,0,0.162538699690402,0.00154798761609907,0.0263157894736842,0,0.0247678018575851,0.00309597523219814,0,0,0.0820433436532508,0,0,0,0.105263157894737,0,0,0,0,0,0,0.258513931888545,0,0,0.0603715170278638,0,0,0,0,0.00773993808049536,0.00309597523219814,0,0,0.188854489164087,0,0,0.00619195046439629,0,0,0,0,0,0.00154798761609907,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0.00309597523219814,0,0.00309597523219814,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0.00464396284829721,0.00154798761609907,0.00154798761609907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","3/26/2013_903ACPCT1_1","3/26/2013","903ACPCT1",1,308,0.00649350649350649,0.00649350649350649,0.12987012987013,0.188311688311688,0.0162337662337662,0.00974025974025974,0,0,0,0,0.0844155844155844,0,0.0162337662337662,0.00324675324675325,0.00649350649350649,0.0324675324675325,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0.0227272727272727,0,0,0.0162337662337662,0.00974025974025974,0,0,0.00324675324675325,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38961038961039,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","3/26/2014_901NP9LCC_1","3/26/2014","901NP9LCC",1,748,0.00802139037433155,0,0,0.0213903743315508,0.0254010695187166,0,0,0,0,0,0.331550802139037,0.160427807486631,0,0.00267379679144385,0.0467914438502674,0.00267379679144385,0,0,0.018716577540107,0,0,0,0.225935828877005,0,0,0,0,0,0.0561497326203209,0,0,0.00668449197860963,0.0120320855614973,0,0.00802139037433155,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0.0387700534759358,0,0.00401069518716578,0,0,0.00401069518716578,0,0,0.00401069518716578,0,0,0.00133689839572193,0,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0,0,0,0,0,0,0,0.00401069518716578,0.00133689839572193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","3/26/2015_901BELOLV_1","3/26/2015","901BELOLV",1,596,0,0.023489932885906,0,0,0,0.00335570469798658,0,0.00335570469798658,0.00167785234899329,0,0.426174496644295,0.00335570469798658,0.0201342281879195,0,0,0.0302013422818792,0,0.00335570469798658,0.100671140939597,0,0.00167785234899329,0,0.0771812080536913,0,0,0,0,0,0.00503355704697987,0,0,0,0.204697986577181,0,0.00167785234899329,0,0,0.00335570469798658,0.0100671140939597,0,0.0100671140939597,0.00503355704697987,0,0,0.00335570469798658,0,0,0,0,0.0402684563758389,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0.00838926174496644,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","3/27/2014_901BELOLV_1","3/27/2014","901BELOLV",1,600,0.0133333333333333,0.0433333333333333,0.02,0.0466666666666667,0.005,0.00333333333333333,0.00333333333333333,0,0,0.00166666666666667,0.378333333333333,0,0,0.0166666666666667,0.005,0.198333333333333,0,0.0116666666666667,0.0316666666666667,0,0.005,0,0.025,0,0,0,0,0,0.035,0.005,0,0.00333333333333333,0.103333333333333,0,0,0,0,0.00333333333333333,0,0,0,0.00833333333333333,0.00166666666666667,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0.0116666666666667,0,0,0,0,0.005,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166666666666667,0,0,0,0,0,0.00166666666666667,0,0,0.00166666666666667,0.00166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","3/27/2014_901NP9FLC_1","3/27/2014","901NP9FLC",1,672,0.00446428571428571,0,0.00148809523809524,0.00595238095238095,0,0,0,0,0.0238095238095238,0,0.28125,0,0,0,0.0193452380952381,0,0,0,0.0788690476190476,0,0,0,0.099702380952381,0,0,0,0,0.00148809523809524,0.0758928571428571,0.114583333333333,0,0.00148809523809524,0.113095238095238,0,0,0.00446428571428571,0,0.00148809523809524,0,0,0,0.129464285714286,0,0,0,0,0.00148809523809524,0.00148809523809524,0,0,0,0.00595238095238095,0,0,0,0,0,0,0,0.00148809523809524,0,0.00595238095238095,0,0,0,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0.00595238095238095,0,0,0,0.00148809523809524,0,0,0,0,0,0.00148809523809524,0.00446428571428571,0.00148809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","3/27/2015_905WE0679_1","3/27/2015","905WE0679",1,636,0.00157232704402516,0,0.0141509433962264,0.00471698113207547,0.0267295597484277,0.0172955974842767,0,0,0,0,0.20440251572327,0.00314465408805031,0.00786163522012579,0,0.00314465408805031,0.00314465408805031,0,0,0.415094339622642,0,0,0,0.0770440251572327,0,0,0,0,0,0.0927672955974843,0.0188679245283019,0,0.0345911949685535,0.00943396226415094,0,0,0.00314465408805031,0,0,0,0,0,0.00157232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0,0,0,0,0,0.00157232704402516,0,0,0,0,0,0,0,0,0,0,0,0.00157232704402516,0.00157232704402516,0,0,0,0,0,0,0.0283018867924528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220125786163522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","3/28/2017_911NP9HTC_1","3/28/2017","911NP9HTC",1,597,0.0050251256281407,0,0.0033500837520938,0,0,0.0016750418760469,0.0117252931323283,0,0,0,0.721943048576214,0,0.0033500837520938,0,0,0.182579564489112,0,0.016750418760469,0.00837520938023451,0,0,0,0,0,0,0,0,0,0.0067001675041876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368509212730318,0,0,0.0016750418760469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","3/29/2016_905SDBDN9_1","3/29/2016","905SDBDN9",1,602,0.00332225913621262,0.00166112956810631,0,0.053156146179402,0,0.00332225913621262,0,0.00332225913621262,0.00166112956810631,0,0.463455149501661,0.0249169435215947,0.00498338870431894,0,0.00166112956810631,0.0465116279069767,0,0,0.210963455149502,0,0,0,0.0182724252491694,0,0,0,0,0,0.00166112956810631,0.00996677740863787,0,0,0.00830564784053156,0,0,0,0,0,0,0,0,0.102990033222591,0,0,0,0.00332225913621262,0.00332225913621262,0,0,0,0,0,0,0.0149501661129568,0,0.00664451827242525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","3/30/2015_911TJKC1x_1","3/30/2015","911TJKC1x",1,606,0.00825082508250825,0.00165016501650165,0.0148514851485149,0.00165016501650165,0,0,0,0.0264026402640264,0,0,0.297029702970297,0,0.00165016501650165,0,0.00165016501650165,0.110561056105611,0,0,0.117161716171617,0,0,0,0.0297029702970297,0.14026402640264,0,0,0,0,0.037953795379538,0,0,0.0132013201320132,0.0346534653465347,0,0,0,0,0.00165016501650165,0,0,0,0.00495049504950495,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0.0643564356435644,0,0,0,0,0,0,0,0,0,0,0.00165016501650165,0,0.00165016501650165,0,0,0,0,0.0511551155115512,0,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","4/1/2016_901NP9BWR_1","4/1/2016","901NP9BWR",1,648,0.00308641975308642,0,0.00308641975308642,0.00617283950617284,0,0.00308641975308642,0,0.00308641975308642,0,0,0.435185185185185,0.0308641975308642,0.00925925925925926,0,0.00308641975308642,0.00617283950617284,0,0,0.058641975308642,0,0,0,0.112654320987654,0,0,0,0,0,0.0401234567901235,0,0,0.0262345679012346,0.0570987654320988,0,0.0277777777777778,0,0,0,0,0,0,0.128086419753086,0,0,0.0108024691358025,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0.00154320987654321,0,0,0,0,0,0.00308641975308642,0,0,0.00154320987654321,0,0.00771604938271605,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","4/10/2008_905DGSY1x_1","4/10/2008","905DGSY1x",1,707,0,0.00282885431400283,0.0099009900990099,0.0113154172560113,0.00141442715700141,0,0,0,0.0127298444130127,0,0.718528995756719,0,0.123055162659123,0.0198019801980198,0.00848656294200849,0.0311173974540311,0,0.00141442715700141,0.00141442715700141,0,0,0,0.00282885431400283,0,0,0,0,0,0.00141442715700141,0,0,0.00565770862800566,0,0,0,0.00141442715700141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141442715700141,0,0,0,0.0325318246110325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141442715700141,0.00141442715700141,0.00565770862800566,0.00141442715700141,0.00141442715700141,0.00141442715700141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","4/11/2008_907SRSD1x_1","4/11/2008","907SRSD1x",1,596,0.0167785234899329,0,0.0268456375838926,0.102348993288591,0,0,0,0,0,0,0.261744966442953,0.0134228187919463,0.0251677852348993,0.00167785234899329,0.196308724832215,0.0419463087248322,0,0.023489932885906,0.0419463087248322,0,0,0,0.00503355704697987,0,0,0,0,0,0,0.00335570469798658,0,0.11744966442953,0.0620805369127517,0,0,0.00335570469798658,0,0,0,0.00167785234899329,0,0,0,0,0.0385906040268456,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","4/11/2017_905DGCC1x_1","4/11/2017","905DGCC1x",1,845,0,0,0.0130177514792899,0,0,0.0165680473372781,0,0.00236686390532544,0,0,0.49585798816568,0,0.085207100591716,0,0,0.127810650887574,0,0,0.0118343195266272,0,0,0,0.21301775147929,0,0,0,0,0,0,0.00828402366863905,0,0,0.0130177514792899,0,0,0,0,0,0,0,0,0,0,0.00355029585798817,0.00236686390532544,0,0,0.00355029585798817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355029585798817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","4/17/2017_911NP9EPC_1","4/17/2017","911NP9EPC",1,650,0,0,0.0230769230769231,0.00153846153846154,0,0.0138461538461538,0.00153846153846154,0,0,0,0.724615384615385,0.00615384615384615,0.0215384615384615,0.0123076923076923,0.00153846153846154,0.0661538461538462,0,0,0.00615384615384615,0,0,0,0.0569230769230769,0,0,0,0,0,0.0107692307692308,0,0,0.00153846153846154,0.0169230769230769,0,0.00153846153846154,0,0,0,0,0,0,0.00153846153846154,0,0,0,0,0,0,0.0123076923076923,0,0,0,0,0,0,0,0.0184615384615385,0,0,0,0,0,0,0,0.00153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","4/18/2016_901NP9HJC_1","4/18/2016","901NP9HJC",1,633,0.00631911532385466,0.0126382306477093,0.018957345971564,0,0,0,0,0.00157977883096367,0,0,0.241706161137441,0,0.0300157977883096,0,0,0.150078988941548,0,0,0.0489731437598736,0,0.004739336492891,0,0.0410742496050553,0,0,0,0,0.00157977883096367,0.014218009478673,0.0473933649289099,0,0,0.0252764612954186,0,0,0.00157977883096367,0,0.004739336492891,0,0,0,0.200631911532385,0,0,0.00157977883096367,0,0,0.00157977883096367,0,0,0,0.126382306477093,0,0,0,0,0.00631911532385466,0,0,0,0,0.00631911532385466,0,0,0,0,0.00157977883096367,0,0,0,0,0.00157977883096367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315955766192733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","4/19/2016_911KCKCRx_1","4/19/2016","911KCKCRx",1,595,0.00672268907563025,0,0.0319327731092437,0.0369747899159664,0,0.0100840336134454,0,0.0100840336134454,0.0420168067226891,0,0.349579831932773,0,0.0134453781512605,0,0.0184873949579832,0.00168067226890756,0,0,0.0352941176470588,0,0.00336134453781513,0,0.00840336134453781,0.00168067226890756,0,0,0,0,0.114285714285714,0.178151260504202,0,0.0100840336134454,0.0403361344537815,0,0,0,0,0.0100840336134454,0,0,0,0,0,0,0,0,0.00336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840336134453781,0,0,0.00168067226890756,0.00336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336134453781513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504201680672269,0.00336134453781513,0,0,0,0,0,0,0,0,0.00168067226890756,0.00168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","4/19/2016_911S01142_1","4/19/2016","911S01142",1,737,0,0,0.0149253731343284,0.00135685210312076,0,0.00271370420624152,0,0.00271370420624152,0,0,0.265943012211669,0.0135685210312076,0.00135685210312076,0,0,0.0474898236092266,0,0.0067842605156038,0.137042062415197,0,0,0,0.222523744911805,0,0,0,0,0,0.0664857530529172,0,0,0,0.0664857530529172,0,0.0447761194029851,0,0,0,0,0,0.00407055630936228,0.0176390773405699,0,0,0.0312075983717775,0,0,0,0,0,0,0,0,0,0,0.00135685210312076,0,0,0,0,0,0,0,0,0,0.00135685210312076,0,0.00949796472184532,0,0,0,0.00135685210312076,0,0,0.039348710990502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","4/19/2016_911TJKC1x_1","4/19/2016","911TJKC1x",1,676,0,0.0029585798816568,0.0828402366863905,0.0014792899408284,0,0.00443786982248521,0,0.0014792899408284,0,0,0.220414201183432,0,0,0,0.00739644970414201,0.343195266272189,0,0.0014792899408284,0.0428994082840237,0,0,0,0.0902366863905325,0,0,0,0,0,0.0414201183431953,0.0029585798816568,0,0.00443786982248521,0.0443786982248521,0,0.0014792899408284,0,0,0,0,0,0,0.0502958579881657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133136094674556,0,0,0,0,0,0,0,0,0,0,0.0029585798816568,0,0,0,0,0.0103550295857988,0,0.0281065088757396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014792899408284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","4/2/2013_911COPPER_1","4/2/2013","911COPPER",1,559,0,0,0.0107334525939177,0.00178890876565295,0,0,0,0,0.00536672629695885,0,0.173524150268336,0.0339892665474061,0,0,0,0.100178890876565,0,0,0.452593917710197,0,0,0.00178890876565295,0.0429338103756708,0,0,0,0,0,0.00178890876565295,0.0322003577817531,0,0,0.0644007155635063,0,0,0,0,0,0.0107334525939177,0.00178890876565295,0,0.0214669051878354,0,0,0.00894454382826476,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0.0143112701252236,0,0.00178890876565295,0,0,0,0.0035778175313059,0.00178890876565295,0,0,0,0.00894454382826476,0,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
