SampleDate,DWC_Month,DWC_Year,StationCode,SampleTypeCode,Replicate,SampleComplete,FinalID,CommonName,ID_to_use,BAResult,DWC_BAResult_Numeric,Result,DWC_Result_Numeric,DWC_BAResult_Result,DWC_BAResult_Result_Numeric,UnitName
5/18/2012,5,2012,911TJKC1x,Microalgae,1,TRUE,Nostoc verrucosum,,Nostoc verrucosum,,,3819042.913,3819042.913,3819042.913,3819042.913,um3/cm2
5/18/2012,5,2012,911TJKC1x,Integrated,1,TRUE,Planothidium delicatulum,,Planothidium delicatulum,12,12,,,12,12,count
5/18/2012,5,2012,911TJKC1x,Integrated,1,TRUE,Planothidium frequentissimum,,Planothidium frequentissimum,28,28,,,28,28,count
5/18/2012,5,2012,911TJKC1x,Integrated,1,TRUE,Pleurosigma delicatulum,,Pleurosigma delicatulum,2,2,,,2,2,count
5/18/2012,5,2012,911TJKC1x,Integrated,1,TRUE,Pseudostaurosira brevistriata,,Pseudostaurosira brevistriata,6,6,,,6,6,count
5/18/2012,5,2012,911TJKC1x,Integrated,1,TRUE,Rhoicosphenia abbreviata,,Rhoicosphenia abbreviata,15,15,,,15,15,count
5/18/2012,5,2012,911TJKC1x,Microalgae,1,TRUE,Scenedesmus circumfusus,,Scenedesmus circumfusus,,,18167.98496,18167.98496,18167.98496,18167.98496,um3/cm2
5/18/2012,5,2012,911TJKC1x,Integrated,1,TRUE,Sellaphora atomoides,,Sellaphora atomoides,2,2,,,2,2,count
5/18/2012,5,2012,911TJKC1x,Microalgae,1,TRUE,Tribonema viride,,Tribonema viride,,,65606.61235,65606.61235,65606.61235,65606.61235,um3/cm2
5/18/2012,5,2012,911TJKC1x,Integrated,1,TRUE,Ulnaria ulna,,Ulnaria ulna,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Achnanthidium exiguum,,Achnanthidium exiguum,18,18,,,18,18,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Achnanthidium minutissimum,,Achnanthidium minutissimum,20,20,,,20,20,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Amphora pediculus,,Amphora pediculus,6,6,,,6,6,count
5/29/2012,5,2012,903ACPCT1,Microalgae,1,TRUE,Aphanocapsa cf delicatissima,,Aphanocapsa delicatissima,,,189.9208388,189.9208388,189.9208388,189.9208388,um3/cm2
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Bacillariophyceae,,Bacillariophyceae,4,4,,,4,4,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Caloneis bacillum,,Caloneis bacillum,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Caloneis silicula,,Caloneis silicula,4,4,,,4,4,count
5/29/2012,5,2012,903ACPCT1,Microalgae,1,TRUE,Calothrix epiphytica,,Calothrix epiphytica,,,6453.681558,6453.681558,6453.681558,6453.681558,um3/cm2
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Chamaepinnularia evanida,,Chamaepinnularia evanida,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Cocconeis placentula,,Cocconeis placentula,21,21,,,21,21,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Cyclostephanos invisitatus,,Cyclostephanos invisitatus,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Eolimna minima,Lump with Sellaphora atomoides,Sellaphora atomoides,20,20,,,20,20,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Epithemia adnata,,Epithemia adnata,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Epithemia gibba,,Epithemia gibba,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Epithemia sorex,,Epithemia sorex,14,14,,,14,14,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Epithemia turgida,,Epithemia turgida,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Fallacia lenzii,,Fallacia lenzii,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Frustulia vulgaris,,Frustulia vulgaris,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Gomphonema,,Exclude,10,10,,,10,10,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Gomphonema kobayasii,,Gomphonema kobayasii,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Gomphonema pumilum,,Gomphonema pumilum,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Halamphora veneta,,Halamphora veneta,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Microalgae,1,TRUE,Heteroleibleinia sp 1,,Heteroleibleinia sp 1,,,7003.825515,7003.825515,7003.825515,7003.825515,um3/cm2
5/29/2012,5,2012,903ACPCT1,Microalgae,1,TRUE,Leptolyngbya cf foveolarum,,Leptolyngbya foveolarum,,,25134.83601,25134.83601,25134.83601,25134.83601,um3/cm2
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Mayamaea permitis,,Mayamaea permitis,4,4,,,4,4,count
5/29/2012,5,2012,903ACPCT1,Microalgae,1,TRUE,Monoraphidium contortum,,Monoraphidium contortum,,,791.3368282,791.3368282,791.3368282,791.3368282,um3/cm2
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Navicula cryptotenella,,Navicula cryptotenella,4,4,,,4,4,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Navicula gregaria,,Navicula gregaria,27,27,,,27,27,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Navicula perminuta,,Navicula perminuta,171,171,,,171,171,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Nitzschia,,Exclude,12,12,,,12,12,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Nitzschia amphibia,,Nitzschia amphibia,3,3,,,3,3,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Nitzschia inconspicua,,Nitzschia inconspicua,6,6,,,6,6,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Nitzschia lacuum,,Nitzschia lacuum,76,76,,,76,76,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Nitzschia valdestriata,,Nitzschia valdestriata,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Microalgae,1,TRUE,Nostoc sp 1,,Nostoc sp 1,,,81416.68957,81416.68957,81416.68957,81416.68957,um3/cm2
5/29/2012,5,2012,903ACPCT1,Microalgae,1,TRUE,Oedogonium sp 7,,Oedogonium sp 7,,,98653.32458,98653.32458,98653.32458,98653.32458,um3/cm2
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Planothidium delicatulum,,Planothidium delicatulum,76,76,,,76,76,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Planothidium dubium,,Planothidium dubium,15,15,,,15,15,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Planothidium frequentissimum,,Planothidium frequentissimum,18,18,,,18,18,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Planothidium lanceolatum,,Planothidium lanceolatum,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Planothidium pericavum,Lump with Planothidium engelbrechtii,Planothidium engelbrechtii,7,7,,,7,7,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Reimeria uniseriata,,Reimeria uniseriata,2,2,,,2,2,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Rhoicosphenia abbreviata,,Rhoicosphenia abbreviata,3,3,,,3,3,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Rhopalodia constricta,,Rhopalodia constricta,5,5,,,5,5,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Sellaphora atomoides,,Sellaphora atomoides,14,14,,,14,14,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Sellaphora seminulum,,Sellaphora seminulum,4,4,,,4,4,count
5/29/2012,5,2012,903ACPCT1,Integrated,1,TRUE,Simonsenia delognei,,Simonsenia delognei,12,12,,,12,12,count
6/14/2012,6,2012,911NCPCRx,Microalgae,1,TRUE,Anabaena sp 1,,Anabaena sp 1,,,304111.8405,304111.8405,304111.8405,304111.8405,um3/cm2
6/14/2012,6,2012,911NCPCRx,Qualitative,1,TRUE,Anabaena sp 1,,Anabaena sp 1,,,,,,,count
6/14/2012,6,2012,911NCPCRx,Microalgae,1,TRUE,Cyanothece aeruginosa,Delete this record,Exclude,,,1660364.172,1660364.172,1660364.172,1660364.172,um3/cm2
6/14/2012,6,2012,911NCPCRx,Epiphyte,1,TRUE,Geitlerinema sp 2,,Geitlerinema sp 2,4,4,,,4,4,count
6/14/2012,6,2012,911NCPCRx,Microalgae,1,TRUE,Jaaginema pallidum,,Jaaginema pallidum,,,21667.75244,21667.75244,21667.75244,21667.75244,um3/cm2
6/14/2012,6,2012,911NCPCRx,Epiphyte,1,TRUE,Jaaginema pallidum,,Jaaginema pallidum,8,8,,,8,8,count
6/14/2012,6,2012,911NCPCRx,Microalgae,1,TRUE,Leptolyngbya nostocorum,,Leptolyngbya nostocorum,,,49667.94935,49667.94935,49667.94935,49667.94935,um3/cm2
6/14/2012,6,2012,911NCPCRx,Macroalgae,1,TRUE,Nostoc cf spongiaeforme,,Nostoc spongiaeforme,,,625782227.8,625782227.8,625782227.8,625782227.8,um3/cm2
6/14/2012,6,2012,911NCPCRx,Microalgae,1,TRUE,Nostoc cf spongiaeforme,,Nostoc spongiaeforme,,,209275.0675,209275.0675,209275.0675,209275.0675,um3/cm2
6/14/2012,6,2012,911NCPCRx,Qualitative,1,TRUE,Nostoc verrucosum,,Nostoc verrucosum,,,,,,,count
6/14/2012,6,2012,911NCPCRx,Epiphyte,1,TRUE,Rhabdoderma vermiculare,,Rhabdoderma vermiculare,54,54,,,54,54,count
6/14/2012,6,2012,911NCPCRx,Microalgae,1,TRUE,Scenedesmus armatus,,Scenedesmus armatus,,,132829.1337,132829.1337,132829.1337,132829.1337,um3/cm2
6/14/2012,6,2012,911NCPCRx,Qualitative,1,TRUE,Sirodotia huillensis,,Sirodotia huillensis,,,,,,,count
6/14/2012,6,2012,911NCPCRx,Epiphyte,1,TRUE,Spirulina corakiana,,Spirulina corakiana,34,34,,,34,34,count
6/14/2012,6,2012,911NCPCRx,Microalgae,1,TRUE,Tychonema sp 1,,Tychonema sp 1,,,64857.97546,64857.97546,64857.97546,64857.97546,um3/cm2
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Achnanthidium exiguum,,Achnanthidium exiguum,19,19,,,19,19,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Achnanthidium minutissimum,,Achnanthidium minutissimum,10,10,,,10,10,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Amphipleura pellucida,,Amphipleura pellucida,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Amphora copulata,,Amphora copulata,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Amphora pediculus,,Amphora pediculus,17,17,,,17,17,count
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Anabaena sp 2,,Anabaena sp 2,,,5425203.287,5425203.287,5425203.287,5425203.287,um3/cm2
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Aphanothece minutissima,,Aphanothece minutissima,,,1694.144817,1694.144817,1694.144817,1694.144817,um3/cm2
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Bacillariophyceae,,Bacillariophyceae,4,4,,,4,4,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Caloneis bacillum,,Caloneis bacillum,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Chamaepinnularia muscicola,,Chamaepinnularia muscicola,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Qualitative,1,TRUE,Chara vulgaris,,Chara vulgaris,,,,,,,count
6/25/2012,6,2012,911TJKC1x,Qualitative,1,TRUE,Cladophora fracta,,Cladophora fracta,,,,,,,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Cocconeis placentula,,Cocconeis placentula,207,207,,,207,207,count
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Cyanothece aeruginosa,Delete this record,Exclude,,,1575948.667,1575948.667,1575948.667,1575948.667,um3/cm2
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Cyclotella meneghiniana,,Cyclotella meneghiniana,6,6,,,6,6,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Diatoma moniliformis,,Diatoma moniliformis,10,10,,,10,10,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Diploneis oblongella,,Diploneis oblongella,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Eolimna minima,Lump with Sellaphora atomoides,Sellaphora atomoides,19,19,,,19,19,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Epithemia adnata,,Epithemia adnata,4,4,,,4,4,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Epithemia gibba,,Epithemia gibba,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Epithemia sorex,,Epithemia sorex,32,32,,,32,32,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Fallacia indifferens,,Fallacia indifferens,4,4,,,4,4,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Fragilaria mesolepta,,Fragilaria mesolepta,6,6,,,6,6,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Fragilaria vaucheriae,,Fragilaria vaucheriae,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Geitlerinema sp 2,,Geitlerinema sp 2,,,19863.51966,19863.51966,19863.51966,19863.51966,um3/cm2
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Gomphonema,,Exclude,12,12,,,12,12,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Gomphonema affine,,Gomphonema affine,4,4,,,4,4,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Gomphonema angustatum,,Gomphonema angustatum,4,4,,,4,4,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Gomphonema parvulum,,Gomphonema parvulum,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Halamphora veneta,,Halamphora veneta,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Heteroleibleinia sp 1,,Heteroleibleinia sp 1,,,48987.37935,48987.37935,48987.37935,48987.37935,um3/cm2
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Komvophoron minutum,,Komvophoron minutum,,,104925.349,104925.349,104925.349,104925.349,um3/cm2
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Navicula cryptotenella,,Navicula cryptotenella,59,59,,,59,59,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Navicula gregaria,,Navicula gregaria,8,8,,,8,8,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Navicula tripunctata,,Navicula tripunctata,4,4,,,4,4,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Navicula veneta,,Navicula veneta,8,8,,,8,8,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia,,Exclude,14,14,,,14,14,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia amphibia,,Nitzschia amphibia,5,5,,,5,5,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia archibaldii,,Nitzschia archibaldii,16,16,,,16,16,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia communis,,Nitzschia communis,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia dissipata,,Nitzschia dissipata,4,4,,,4,4,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia lacuum,,Nitzschia lacuum,15,15,,,15,15,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia palea,,Nitzschia palea,6,6,,,6,6,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia perminuta,,Nitzschia perminuta,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Nitzschia wuellerstorffii,,Nitzschia wuellerstorffii,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Nostoc verrucosum,,Nostoc verrucosum,,,1039141.152,1039141.152,1039141.152,1039141.152,um3/cm2
6/25/2012,6,2012,911TJKC1x,Qualitative,1,TRUE,Nostoc verrucosum,,Nostoc verrucosum,,,,,,,count
6/25/2012,6,2012,911TJKC1x,Macroalgae,1,TRUE,Nostoc verrucosum,,Nostoc verrucosum,,,90503942407,90503942407,90503942407,90503942407,um3/cm2
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Planothidium amphibium,,Planothidium amphibium,5,5,,,5,5,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Planothidium delicatulum,,Planothidium delicatulum,19,19,,,19,19,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Planothidium frequentissimum,,Planothidium frequentissimum,13,13,,,13,13,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Planothidium lanceolatum,,Planothidium lanceolatum,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Planothidium pericavum,Lump with Planothidium engelbrechtii,Planothidium engelbrechtii,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Pseudostaurosira brevistriata,,Pseudostaurosira brevistriata,12,12,,,12,12,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Rhoicosphenia abbreviata,,Rhoicosphenia abbreviata,8,8,,,8,8,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Sellaphora bacillum,,Sellaphora bacillum,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Sellaphora pupula,,Sellaphora pupula,4,4,,,4,4,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Sellaphora seminulum,,Sellaphora seminulum,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Simonsenia delognei,,Simonsenia delognei,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Qualitative,1,TRUE,Spirogyra sp 12,,Spirogyra sp 12,,,,,,,count
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Staurosirella,,Staurosirella,2,2,,,2,2,count
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Tychonema sp 1,,Tychonema sp 1,,,2922071.487,2922071.487,2922071.487,2922071.487,um3/cm2
6/25/2012,6,2012,911TJKC1x,Microalgae,1,TRUE,Tychonema sp 4,,Tychonema sp 4,,,8860889.578,8860889.578,8860889.578,8860889.578,um3/cm2
6/25/2012,6,2012,911TJKC1x,Integrated,1,TRUE,Ulnaria ulna,,Ulnaria ulna,6,6,,,6,6,count
6/25/2012,6,2012,911TJKC1x,Qualitative,1,TRUE,Zygnema cf carinthiacum,,Zygnema carinthiacum,,,,,,,count
6/25/2012,6,2012,911TJLCC2,Integrated,1,TRUE,Achnanthidium exiguum,,Achnanthidium exiguum,18,18,,,18,18,count
6/25/2012,6,2012,911TJLCC2,Integrated,1,TRUE,Achnanthidium minutissimum,,Achnanthidium minutissimum,20,20,,,20,20,count
6/25/2012,6,2012,911TJLCC2,Integrated,1,TRUE,Amphora pediculus,,Amphora pediculus,33,33,,,33,33,count
