SampleDate,StationCode,StationName,ProjectCode,ProjectName,EventCode,EventName,AgencyCode,AgencyName,SampleComments,LocationCode,LocationName,SampleTypeCode,CollectionTime,CollectionMethodCode,Replicate,CollectionDepth,UnitCollectionDepth,ProtocolCode,ProtocolName,DWC_Month,DWC_Year,SampleComplete,DWC_SamplePurposeCode_PurposeFailureName_Concatenated,DWC_PersonnelCode_Concatenated,DWC_GroupSamples_GroupName_Concatenated,DWC_FundingCode_Concatenated,DWC_GroupProjectsLookUp_GroupName_Concatenated,DWC_GroupStationsLookUp_GroupName_Concatenated,GeometryShape,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,Hydromod,HydromodLoc,LocationDetailWQComments,CollectionDeviceDescr,PositionWaterColumn,LabCollectionComments,CollectionComplete,EndDepth,Interval,UnitInterval,LabEffortWQComments,MatrixCode,MatrixName,MethodCode,MethodName,AnalyteCode,AnalyteName,FractionCode,FractionName,UnitCode,UnitName,DWC_AnalyteWFractionWMatrixWUnit,LabBatch,AnalysisDate,SampleID,LabSampleID,PrepPreservationCode,PrepPreservationName,PrepPreservationDate,DigestExtractCode,DigestExtractMethod,DigestExtractDate,LabReplicate,Result,ResQualCode,ResQualName,MDL,RL,DilutionFactor,QACode,DWC_QADescr_Expanded,ComplianceCode,ComplianceName,ExpectedValue,LabResultComments,LabResultDetailComments,DatabaseSide,SubmittingAgency,LabSubmissionCode,DWC_LabSubmissionDescr_Expanded,BatchVerificationCode,DWC_BatchVerificationDescr_Expanded,LabBatchComments,CoordinateSource,CoordinateNumber,TargetLatitude,TargetLongitude,Datum,Region
3/26/2015,901BELOLV,~1.3mi above Fox Cyn. Cr.,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Integrated,11:00,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,"PVC Delimiter, Rubber Delimiter, & Syringe Scrubber",Not Applicable,,TRUE,,,,,34,benthic,75,SM 10200 H-2b,409,Chlorophyll a,101,Particulate,60,mg/m2,Chlorophyll a; Particulate; benthic; mg/m2,WPCL_12789_B_CHL,4/9/2015,,L-139-15-19,18,"FieldFiltered, FieldFrozen",3/26/2015,29,SM 10200 H-1,4/8/2015,1,4.45,=,Equal To,0.59,0.74,1,FDP,FDP: Field duplicate RPD above QC limit,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.6406,-117.5531,NAD83,9
3/27/2014,901BELOLV,~1.3mi above Fox Cyn. Cr.,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Integrated,9:15,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"McBride, S.; York, J.",,,,,Point,,,,,,,,,,,,Rubber Delimiter,Not Applicable,,TRUE,,,,,34,benthic,75,SM 10200 H-2b,409,Chlorophyll a,101,Particulate,60,mg/m2,Chlorophyll a; Particulate; benthic; mg/m2,WPCL_11614_W_CHL,4/16/2014,,L-140-14-16,18,"FieldFiltered, FieldFrozen",3/27/2014,29,SM 10200 H-1,4/15/2014,1,13.4,=,Equal To,0.65,0.81,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,33.6406,-117.5531,NAD83,9
3/27/2014,901BELOLV,~1.3mi above Fox Cyn. Cr.,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Integrated,9:15,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"McBride, S.; York, J.",,,,,Point,,,,,,,,,,,,Rubber Delimiter,Not Applicable,,TRUE,,,,,34,benthic,229,WRS 73A.3,1164,AFDM_Algae,101,Particulate,61,g/m2,AFDM_Algae; Particulate; benthic; g/m2,WPCL_11628_W_AFDM,4/15/2014,,L-140-14-13,18,"FieldFiltered, FieldFrozen",3/27/2014,0,None,1/1/1950,1,7.25,=,Equal To,1.35,4.06,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,LCS true value experimentally determined,GPS,1,33.6406,-117.5531,NAD83,9
3/24/2014,911NP9UCW,Cottonwood Creek ~1.4mi above I8,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,Too few cobles,X,BA Centroid,Integrated,16:15,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"McBride, S.; York, J.",,,,,Point,,,,,,,,,,,,Rubber Delimiter,Not Applicable,,TRUE,,,,,34,benthic,75,SM 10200 H-2b,409,Chlorophyll a,101,Particulate,60,mg/m2,Chlorophyll a; Particulate; benthic; mg/m2,WPCL_11614_W_CHL,4/16/2014,,L-136-14-11 Dup,18,"FieldFiltered, FieldFrozen",3/24/2014,29,SM 10200 H-1,4/15/2014,2,27.7,=,Equal To,0.82,1.03,1,None,None: None - No QA Qualifier,COM,Compliant,,RPD 0.72,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,32.81829,-116.49235,NAD83,9
3/29/2016,905SDBDN9,Boden Canyon Creek (BOD),RWB9_NPS_2016,RWB9 Nonperennial Stream Study 2016,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,<25 cobbles were found; only one cobble found (recorded at Transect B).,X,BA Centroid,Integrated,9:15,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2016,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,PVC Delimiter & Syringe Scrubber,Not Applicable,,TRUE,,,,,34,benthic,229,WRS 73A.3,1164,AFDM_Algae,101,Particulate,61,g/m2,AFDM_Algae; Particulate; benthic; g/m2,WPCL_13759_B_AFDM,4/15/2016,,L-132-16-05,18,"FieldFiltered, FieldFrozen",3/29/2016,0,None,1/1/1950,1,73.7,=,Equal To,2.17,6.5,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,LCS true value experimentally determined.,map,1,33.093324,-116.897295,WGS84,9
4/3/2013,905DGCC1x,Carney Canyon in Pamo Valley,RWB9_NPS_2013,RWB9 Nonperennial Stream Study 2013,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,,X,BA Centroid,Integrated,9:15,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2013,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Mack, N.; McBride, S.",,12SW9001,,,Point,,,,,,,,,,,,Rubber Delimiter,Not Applicable,,TRUE,,,,,34,benthic,229,WRS 73A.3,1164,AFDM_Algae,101,Particulate,61,g/m2,AFDM_Algae; Particulate; benthic; g/m2,WPCL_10154_B_AFDM,4/22/2013,,L-167-13-04,18,"FieldFiltered, FieldFrozen",4/3/2013,0,None,1/1/1950,1,45.5,=,Equal To,1.71,5.41,1,None,None: None - No QA Qualifier,Com,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,LCS true value experimentally determined.,GPS,1,33.157712,-116.840843,NAD83,9
3/24/2014,911NP9UCW,Cottonwood Creek ~1.4mi above I8,RWB9_NPS_2014,RWB9 Nonperennial Stream Study 2014,BA,Bioassessment,DFW-ABL,Aquatic Bioassessment Lab - DFW,Too few cobles,X,BA Centroid,Integrated,16:15,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2014,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"McBride, S.; York, J.",,,,,Point,,,,,,,,,,,,Rubber Delimiter,Not Applicable,,TRUE,,,,,34,benthic,75,SM 10200 H-2b,409,Chlorophyll a,101,Particulate,60,mg/m2,Chlorophyll a; Particulate; benthic; mg/m2,WPCL_11614_W_CHL,4/16/2014,,L-136-14-11,18,"FieldFiltered, FieldFrozen",3/24/2014,29,SM 10200 H-1,4/15/2014,1,27.5,=,Equal To,0.82,1.03,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,GPS,1,32.81829,-116.49235,NAD83,9
4/6/2015,909S00282,Sweetwater River downstream of Merigen,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Integrated,9:15,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,"PVC Delimiter, Rubber Delimiter, & Syringe Scrubber",Not Applicable,,TRUE,,,,,34,benthic,229,WRS 73A.3,1164,AFDM_Algae,101,Particulate,61,g/m2,AFDM_Algae; Particulate; benthic; g/m2,WPCL_12809_B_AFDM,4/17/2015,,L-159-15-10,18,"FieldFiltered, FieldFrozen",4/6/2015,0,None,1/1/1950,1,38,=,Equal To,1.28,3.84,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,LCS true value experimentally determined.,GPS,1,32.87185,-116.61372,WGS84,9
3/24/2016,911S00858,Indian creek ~1.2mi above Deer Park Rd.,RWB9_NPS_2016,RWB9 Nonperennial Stream Study 2016,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,<25 cobbles were found,X,BA Centroid,Integrated,10:30,Algae_SWAMP,1,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,3,2016,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Fetscher, B.; Loflen, C.; Woodward, D.",,,,,Point,,,,,,,,,,,,"PVC Delimiter, Rubber Delimiter, & Syringe Scrubber",Not Applicable,,TRUE,,,,,34,benthic,75,SM 10200 H-2b,409,Chlorophyll a,101,Particulate,60,mg/m2,Chlorophyll a; Particulate; benthic; mg/m2,WPCL_13718_B_CHL,4/27/2016,,L-131-16-06,18,"FieldFiltered, FieldFrozen",3/24/2016,29,SM 10200 H-1,4/26/2016,1,12.8,=,Equal To,0.98,1.23,1,None,None: None - No QA Qualifier,COM,Compliant,,,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,,map,1,32.902824,-116.493371,WGS84,9
4/6/2015,909S00282,Sweetwater River downstream of Merigen,RWB9_NPS_2015,RWB9 Nonperennial Stream Study 2015,BA,Bioassessment,RWQCB9,RWQCB9-San Diego Region,,X,BA Centroid,Integrated,9:15,Algae_SWAMP,2,-88,m,SWAMP_2007_WS,SWAMP_2007_WS,4,2015,TRUE,Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None,"Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.",,,,,Point,,,,,,,,,,,,PVC Delimiter & Syringe Scrubber,Not Applicable,,TRUE,,,,,34,benthic,229,WRS 73A.3,1164,AFDM_Algae,101,Particulate,61,g/m2,AFDM_Algae; Particulate; benthic; g/m2,WPCL_12809_B_AFDM,4/17/2015,,L-159-15-11,18,"FieldFiltered, FieldFrozen",4/6/2015,0,None,1/1/1950,1,42.9,=,Equal To,1.74,5.22,1,None,None: None - No QA Qualifier,COM,Compliant,,RPD 12.1,,perm,DFW-WPCL,A,A: Batch met project QA/QC protocols,VAC,VAC: Cursory verification of electronic data against MQOs including recalculation of %Rs and RPDs for QC samples,LCS true value experimentally determined.,GPS,1,32.87185,-116.61372,WGS84,9
