"SampleDate","DWC_Month","DWC_Year","StationCode","StationName","ProjectCode","ProjectName","ProtocolCode","EventCode","AgencyCode","SampleComments","LocationCode","CollectionTime","CollectionMethodCode","Replicate","CollectionDepth","SampleComplete","Region","DWC_SamplePurposeCode_PurposeFailureName_Concatenated","DWC_PersonnelCode_Concatenated","DWC_GroupSamples_GroupName_Concatenated","DWC_FundingCode_Concatenated","DWC_GroupProjectsLookUp_GroupName_Concatenated","DWC_GroupStationsLookUp_GroupName_Concatenated","GeometryShape","OccupationMethod","StartingBank","DistanceFromBank","UnitDistanceFromBank","StreamWidth","UnitStreamWidth","StationWaterDepth","UnitStationWaterDepth","Hydromod","HydromodLoc","LocationDetailWQComments","UnitCollectionDepth","PositionWaterColumn","FieldCollectionComments","CollectionComplete","MatrixCode","MatrixName","MethodCode","MethodName","AnalyteCode","AnalyteName","FractionCode","FractionName","UnitCode","UnitName","DWC_AnalyteWFractionWMatrixWUnit","FieldReplicate","Result","ResQualCode","ResQualName","QACode","DWC_QADescr_Expanded","ComplianceCode","ComplianceName","BatchVerificationCode","DWC_BatchVerificationDescr_Expanded","CollectionDeviceDescr","CalibrationDate","FieldResultComments","ExportData",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockD","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockD, Left","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockF, Left","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockE, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockF","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockI, Left","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockG","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockF, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockH","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockG, Left","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockG, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockJ, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockH, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockI, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelA","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockK","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockI","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelF","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockK, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelH","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelE","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","BlockK, Left","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelI","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelB","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterCD","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterBC","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelC","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterDE","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranAB","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterIJ","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranAB, Ctr","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelD","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelG","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranAB, Left","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterJK","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranBC, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelJ","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranCD, LCtr","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranDE, LCtr","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranCD","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranDE, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranCD, Right","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranFG","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","ChannelK","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"03/23/2015","3","2015","911S01142","Pine Valley Creek ~0.9mi below Espinosa Cr.","RWB9_NPS_2015","RWB9 Nonperennial Stream Study 2015","SWAMP_2007_WS","BA","RWQCB9","","InterTranFG, LCtr","","","","","True","9","Algae - None; Benthics - None; FieldMeasure - None; Habitat - None; WaterChem - None","Loflen, C.; Nagoda, C.; Woodward, D.; Yu, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
